topic,query,chunk_id
3,what is synovitis in ankle,efd72d56305e2c0f2a1545ca25636ef6
11,how long to cook chuck roast,b8591baa972cd4145e710495d748c294
-1,do patients with hypothyroidism have problems with iron levels,f5980e59a98ecc97115fb9999f3a7a7e
6,first pass yield definition,f2d1781f6a0b71caf7957993c181470e
-1,what is nitrobenzene soluble in,73ef7e1d43a2f3e107c33a1ac8f819c8
-1,what is nitrobenzene soluble in,b95debb4d10a482e339675b50d083b05
-1,wild turkey species ranges,204f1c758b076528b26ff38d0aaa072f
-1,why is nicotine bad for you,ee7e9c7b6a1ba56049c54dbb6a204fba
0,cost to treat termites,e96e355ec5d138c6735819e7d7ec80c2
-1,can you use windex to clean sterling silver jewelry,8147312517ec46846ea6ea9d541bcca7
-1,what kind of flower does bees like,4b3c4956f12468c45eb408adb1d5d089
16,what is a rolo chain,ea2672d7603353f72d4c3cd18637c6c5
-1,what does lipoprotein lipase do,027d48df01af8c72e11b1d7fd9451af9
4,how historically accurate is vikings,749622bfa12a812de46ece47a33d5e8b
-1,what is the population of southampton,35c381d7e79f75e63a55cdce7b01964e
0,salary for pvt in us army,f77b744a0c8880a2568683aa2092a3c3
0,average price of saud,e4c874a7bc5bf0225f74a672cf1cadfc
-1,hypothalamic inhibiting hormone definition,5e2e3fc78ae5eed13a4ece92d99be8b4
0,career in ultrasound technician salary,76455cebf85e6abb724d1dc8407cb2d5
0,how much does physiotherapy cost,a3216c4d992d2798a65e68663c3e8fc7
0,ltc amount calculation,545b262beaf5cb017292b8ab492d850a
1,what is the normal range for liver for humans,55716da087c4b6b9e9a6abe8bcac5713
0,what is annual value,d4bee8ece5552f6bef077e79bae46131
-1,what kind of test nerve test for nerve damage,8735d572f18b98ea6a1a6eb9d2fb47f1
-1,what kind of test nerve test for nerve damage,81bbd10e9d3dd94802bf98f1c2928d18
0,average ticket price for pittsburgh steelers,4a1c6fd97953bcc0bd4e4c62d92999f0
1,how to reduce the blood pressure quickly,e33fe67d23ff11fc334aa9c66ec12475
8,what is the savanna like in africa,e3ccc09ffe1faefc3980617991a24a5a
13,what is stateful firewall,e5c3853cee2bba60d570e848e91fa5d7
9,what is dacron material,df849f0458f4f8d509ed58745d62e899
0,cost to move,4dab0d0daad5bf85cee0b17b395e320e
-1,what is cargo movement,0a3d90f5e2defe9eb18f8170df4c25cc
-1,where is guild vendor stormwind,957da49f0966efd8b524154d307a9db6
4,why was the yellow river called china curse,2638964fcf7f7c1c0a4efed37008c56f
4,where does rccl dock in cozumel,ba84d1545fad90de35df15db20aff1ce
-1,other names for tsunamis,c42e011dca4cc4c9b33394c4a17e0d07
-1,what is the regulatory code nvq learning called,44ee9b651e84e7bb7e6770ed82a85643
-1,how to clean inflatables pools,ea3d6bdae79482d68fea70e6d5fb7170
14,what does hyalinized mean,186fad9a0321a6c05f92cb81dd198976
-1,what is yohimbine,9ca7ae4a26e328fb58fea71c95b82c2d
-1,superman what is doomsday,fd3909c5d584301eac4cb8de9a4bee50
-1,what type of reaction is iron plus oxygen,5b6a5220121add2039a859ab5a3d52c9
-1,dispersivity groundwater define,da2a19731d532507addb8df0a68338d4
-1,how much does the average person litter,cf3c813c96b44048f6b8a278e1cf674d
4,auspice definition,8abdef940f05b26008512f207aba24af
8,what temperature should a koi fish tank be,301e62e70ac1dcc2ea54b2e2354d7fd5
0,how much money does a waterboy make in the nfl,de8999e39f7ac507dd00325262d8a9f6
11,temp and time to bake chicken,ffcdb0b612feefd3d56070234b6129fe
-1,what does ad hoc mean in a job,a8f7afddd003a2a79c81297b7bd4aa44
-1,what is the difference between lymphatic system and immune system,d30bdf960b2e05e9f8137fe596ee9c3b
-1,what is the difference between lymphatic system and immune system,f6857c627a330d226e02f7a746c016ac
-1,what is the difference between lymphatic system and immune system,22418106e12d1cce4daacea669085096
-1,is dopamine addictive,be4c5b27d728d2ceb8773e62bbf07934
8,vancouver weather july and august celsius,d8fd84f1ba5b8bf63b0e97f628076abd
5,keil name meaning,da37d5c9818f67e9fd228238c76beeaa
-1,what does Paramecium pentaurelia look like,87f1149a14846665c24e1408c1a57bee
10,which organelle makes proteins for a cell,147a8999e5ccfe14d1b48b404df39079
10,which organelle makes proteins for a cell,dee874d4fdc5ae4da61d8cec86acc6d5
-1,farm bill definition,a212b30c0a2a41355c927d00b13f87d8
12,characteristics that unify mollusca,57c6d32efbf7b6fd76587f9c8fd73527
9,what are soba noodles made of,6ed3a78c56bfdab7c42618849ff73721
0,forensic toxicologist salary,3038d4966e71aadf1d87e68f55ba0594
16,is norco narcotic,14abc70181a88e918aa7b9caaf8beb6b
15,what is a timpani,d59e1ade4b1f559168a143e435391c92
4,what does the land of lotus eaters symbolize,d24b57f96efa5dec853cfd6c8bdc8f5b
5,skyler name meaning,dee078c5fc7a644bbae0d2b602656c8a
5,what does the name kingston mean,8794c9b5820343bcf733f16c595087d6
3,what is pertussis,0e1974996b143615a4bb5ddd4866be94
0,bmw gap insurance cost,415dfeb8ade5462463fa1ab740ea1010
2,the tracheobronchial tree is considered which part of the lungs,5c60e480037afbd6bb4bb576e40f44e9
6,what is rapid prototyping,99a573b1dc9f02ce4a53d267c50c2032
-1,what is oxymorphone,591654cb1e5bd48fccce8cd0e254dbdd
-1,what is oxymorphone,105aea9eb6a273a3c3f55c3f7df609e5
0,princeton tuition fee,c09436c9ead758fe4241845572c3a869
-1,how long is a rugby match,e2c8a810265d3e14cf750c607289cc0e
3,what is type a hepatitis,def4180b4b45575554984bc953513b2c
-1,rgb color names list,d701f4b3fef67e1a4f7716bf1b614828
8,average temperature in durban,44eb1d719676c4cd1af5983848c3b69d
8,average temperature in durban,75597b9b1ad1436974994135768eb6ba
1,What is a normal barometric pressure,94c769080005ff6b1b5cf2f7fed2b404
-1,what is g funk music,eb51d1c14e685530e4a149e21650f2e2
-1,why are hormones considered specific,bb8b7c575f7998d9198f2313e6016347
2,what is a thoracic,02b8dc2da1718fc21724df3b46930106
2,what is a thoracic,d6cdebdb780f014b4d59d8013631076a
2,why is inhalation an active process,8516df704c7956a3218ec16c9f02d249
14,what does haccp do,a8f02f8c36c398f10a27afd11e2049c0
-1,is hydrolysis process reversible,9be570bbd800bfc0d2ad57464cc80483
0,average pay for ceos,03b3822fdd31e553faeeca1e1f9966c1
8,cooking temperature for beef rump roast,a2ff5f5bf774077e37a33d04d663b322
13,what is legal is ethical,32df37f65db2255b23254f5b3feb7cd1
2,how to get from alcohol to alkyl halide,a6088ddf5c8240007bb1ef668cdf1c99
-1,definition of quantitative research,346146482fda17441595fb9d5a761bba
-1,what is fasnacht day,7bc9e89a95cb2589cb02c5d0e8ee0d97
0,tuition cost for midwestern state university,24d46e99a1b5cedf7f18e3d40b8a4350
1,ideal cholesterol level by age,e66aa99f8b26375bdb67dae01edf652a
-1,what is latency,1a81f140e3c73f2034c2fddb1470a59b
2,what does a stenopaic slit do?,a9003ccb69630d7e71b4b79e4d5a91a8
-1,cnattu oceana phone number,af6e4cd771668831e676b424c3ba34ee
7,what are the foods of australia,0b9ef6ab702f1a436fb7bcd9f69a7d5d
-1,definition of pretext,441152c9f54a3e5f5d5690c3890b34fe
-1,what is the scientific classification of nostoc,b1e356c254832f4a0b46f4dca69b6760
5,what does the name taliah mean,a9e1f221f9c5a95d243782322dcd002f
-1,do mice come out during the day or night,885d7e73f518ae566a2464e5ea71b598
-1,what are flame tests,b0ddc81cf567be8b8bd5e737d0000757
9,what is a yellow stone called,aa5808ac01b66317d38eba386ac0651d
-1,what do neutrophils secrete,a71f79a240f431bd8096461a11af9b5e
-1,what do neutrophils secrete,459aea0017f0ca0c56bfc10bfd0e112e
10,what sources does protein come from,5b3115d40aed7680ca5ac13806b97ff4
10,what sources does protein come from,5fc3026e45f38a15ab15007b66aa2941
4,what sea is iceland in,de83158f989d2d5e6feb147a30cf178b
-1,what elements does lime CaO contain,51a8d03c2768d7a6cfd33ba527725004
5,patriarchal meaning in urdu,d26617fe39e920535224091cf389f3ea
0,how well does deloitte pay,a5a30c26c4d0e350cef4dad4dea1e627
-1,what were early britains called,6dd5581b2d7d0e33db8eaed76e569892
-1,why is pluto a planet,e7bba7318bf37d39a6f33a32b3d64ab0
3,what is the scientific name for gonorrhea,794a60994976c91fa5fa0d6b3d04ce9c
10,what are decidual cells,999d007271631fa1c145cc884cfd92f9
0,what is the formula for calculating the amount of decking needed,c96d01e684c767ce6d134f33307ce2e9
1,How long after birth until period,494033396aa7389c0d69e3b0f56837b7
13,treatment synonyms,c3c117be32c1de9f308e58fa7c977bd3
-1,hr directors responsibilities,26974ba30d914c5dc4c7a7e3af93ffa3
5,rita name meaning,afa9b71e54e3a8afb859ef80f37fafa3
2,are the veins going to or from the heart,34984787f21d0cee833baf74415b1d80
-1,what is bird cage made from for budgies,26bdee0f17f692bedb11621087ced9f7
-1,what is the flammability of butane,0ce95165eb59bb5738a6cbdf92b1df6a
2,Oxygen in blood is transported mainly,8063da613f9038a6f8e3b3d08a763d8d
-1,what is an ivd,db8d4decf602ba7e78aeaec4dfd12722
1,how often should dogs be vaccinated,9c918ebcb2a22ee132af4bb76ad9853f
0,cost of attendance Menlo college,0513c2de3f85048cdd2ee60d02c4b063
1,average IQ in the usa with standard deviation,28b790e719a116d7a4c133bcfa1e0c7a
-1,what makes perseus and medusa statue renaissance,e0a89ddf695c90ed6491d9bded0e185d
1,how do you determine age in veiled chameleon,c7461d1ee49d02ecce3f618e73a3da54
1,how do you determine age in veiled chameleon,c2525a0029729dc956a3b1b47357f38c
0,what does an oral surgeon do,e63fb44617413ec5912afd8513d5e4fc
3,what does a rash above the ankles mean,6d14eb1d79f049f9a2a31347905f0eaa
1,what is average age of menopause,4bb238cc2d7140d971686c73800842fe
-1,how much sugar should be consumed in a day,b30bf9c58cf25f33707636636de4ff98
-1,how much does an average maple tree weigh,4fe919d121e614e3d138705fc8d85083
-1,what makes someone sedentary,27f8871c9ac7bc263fdb1b02fb6f476a
0,per diem usa,0751c45efb449eeddf601ea20fffed54
17,why did jackson believed the bank was unconstitutional,ec870ed701e94b25c540396da0a5663f
5,what is meaning of name shirley?,3a2036696448b235ef75c896ce1a112d
19,how long does a foreclosure take,b14a73220c5cae42b67fcfa0542df66b
-1,what is a legislative veto,5c41205a3e2640c43f797605a0804008
13,how would you define integrity,20b0164a4e4713a793485bb78973053c
-1,do jalapenos contain nickel,266c142e970e03d017152738cd8612f5
-1,what is radium,703419852b9b67fe598491300f5d8995
-1,why are birds service animals,4b8c7eed26a389042bbf045aecff0492
13,what does integrity means,699e22954afc7af50b17e4e6a358e9d4
4,where is the pyramids of giza,6782428136dbfa81f43cda901e298302
1,how far in advance do you sign up for social security,c2c976347ab31e329f63fcd1b3c0e6b1
0,non deductible ira contribution converted to roth,338820eb63be2d51c98c794bdf9e1fab
7,what are tocopherols in food,3d5dc4b95c762f3059efbc80abeffdd1
5,richmond virginia hill names,aca443ed5e9b48e57b6e1517c04d0186
5,richmond virginia hill names,effb77cf6e98172c38ca5eb5e7037b9f
0,cost of web development,23b30760db2387dcdb9c90278636726b
0,cost of web development,d2ea419e90a65f02e4cea570c0e6c8a1
6,what is plc,1f1b153490cd2033b3f86842d6bbf4b5
6,what is plc,e0eeff545dc11fe7ad602dc101a325e2
8,average temperature in Turks and Caicos,23181082d4386a1a8447fe8fb4fa6ae7
1,can you refuse a fedex delivery if it's late,108dddbc35c1bce2ea1163dc36d06a66
-1,what is the purpose of brit milah ceremony,4046d86aba0600de7483c6b7ce1fef4a
-1,what is a lorette,011268b48ada06d6fd19f9253056d73b
-1,what is hematopoietic marrow,11f0cdfa58038239f23cfc398b6c665f
4,is niagara falls part of canada,900aa06e7fcbf3efdb2bd4bff0f81609
-1,regulatory sequence definition biology,94f16370c2f98b61a4808f808e99a602
11,is mirin halal,c433c4752fbdd0f9dccfced34f03c86c
-1,what are the group a strep species,d6f99134d00b2e294e883a2fea75ce9e
5,what is israel language,2abfb502221b82da052e43c7dc15584f
7,what to do when your toddler is throwing up,dc762335b10dfa3ce9fccad7f50a4f68
1,what class is a german shepherd,8398df4ef03c24b8686ce56965f0b456
0,what is the maximum compensation for unfair dismissal,9ad66ae2f4455ab32906f8f97f9f5f00
1,h1b dependent visa processing time,36b5beec105f205c21d39a39465b7d2d
1,h1b dependent visa processing time,97bde2da751034b74c619a333be858ee
-1,what is incubation period for pink eye,8a409364ea96f1f65eabc7f84a800652
10,what organelles stores food wastes products and other materials,44cdd0b4b38d4c8b751616f0ec4a9abb
4,"what is government island vancouver, wa",cfd01d0710c3a855802b093e7cce3f0c
2,what function do afferent and efferent nerves/neurons serve,c4d278822a30e930a52822b3d95f2137
2,what function do afferent and efferent nerves/neurons serve,ef9ad76fa4cbc39959c516271fd3b221
2,what function do afferent and efferent nerves/neurons serve,6ee821f937266d465c92ac1288cc5d0a
15,what does porifera mean,894c85574b9f53f53d338ba2f6867679
-1,are mack tuna good eating,213f62c14f0feafb183f1c65d22d76f3
0,what does payroll mean,fe4152f19218ac6a26c1ee19050cc9f5
0,how much does a surgeon make an hour,dc1a13742717738da28d472d8f8cd7a2
3,what is a rash,0e4305a3f4c67950ffd5451f4b65b694
-1,what is a major landform in east africa,2378e6cec3cd9c6b70e574a740967167
1,normal range thyroid levels,fd5f0703fab7f6991301bf2de7ea6413
11,how do you cook tilapia in the oven,4891b66bbf7e17917afdbdd5b6702568
0,how much to renew ohio cosmetology license,07e3e9de93fc1ed2835e53a2abbf7c8f
-1,what ethnicity is john schnabel,2d777a09e2444645b77b516eb7b14c22
-1,how did the environmental protection agency start,d9bbe736d4163330ddded072c3f76e60
14,what exactly is haggis>,7abaf3e5502ee21f8193cbf7cc062bef
14,what exactly is haggis>,f6d803013a8874d6c49df20663069658
1,how long does fluconazole stay in your system,98c36d70ec12822db03da09ef70fad5c
1,how long does fluconazole stay in your system,139f7d0fb90fef99e1e66f9ea38b2dd9
12,A group of organisms which lives together in an area is called a,031015439a491dabec1efaeec989c118
-1,example of famous renaissance literature,c4d91d8ea673af6e682bdf37b4d2cd46
5,what is the origin of the name yemen,9a84d9d9a7b8cf7b0ca60abd3ec20888
0,how much to renovate a small kitchen,e2e8f85129daed62853eb44981315ea7
-1,how long does it take for meat to digest in the stomach,9a386be72451baec3579781be7451a4e
0,average cost for anytime fitness,f7b9aa7272811c1be38c39be8c38dd70
-1,how long is a football pitch in metres,a339e25ec168de48a513ac8220c38c77
5,where did shinola get its name,cb2137eada081c0c0d25be704bf454c5
-1,did us landed on moon,a5594cd06569574d0faf859d88768e11
6,what is a buyer's agent,fae3d42400b9997f6abc3fa4636e885b
-1,what are packaging clamshells,55f3a1d3029a294168df89ad521c50f9
0,what is maximum solar flare,bb5e86ca4718ebcafd3d36b4c0eade9c
0,what gpa do you need to get your md degree,13d6e037bdcd5b2d15b3aeee325f6016
-1,who did odysseus see in the underworld,1f2a1fc1662fee18b6c2051a5cf629df
-1,who did odysseus see in the underworld,6c411f4daedc90c922aefa422dff0fdf
-1,hyperphagia definition,fc70fd21088e0f57519738193cd12e47
4,what is the kaieteur falls known for,b1ac4b6c7ad26ff2d80716131184d607
1,where can i buy a scale like doctor's have,eb4bcd01063d1997d8e0ceb232cc4129
-1,balbiani body definition,1933a026e1d48687c3c21b56b439528d
9,sedimentary rocks kid definition,18c9b72eecd62ec79fac9383944e98a2
-1,when does mercury go retrograde in april,31b7e4b05961de8098200e1be865dadc
-1,purest form of honey,8b610beb92ed169a314932ed5887ad7c
0,cost of beagle puppy,31315130b27620da77b6cc9f581d4ed3
9,what is granular material,ec07eba3a4ce159118ef7139096329bd
3,streptococcus anginosus causes what disease,b7b08a191cd3cbeab1c74407df655530
1,what weight do you need a booster seat,9a35a26ae2a81253f6a39836ec376bac
5,what does the name symone mean,bf111cd66e5905fd9edfe20e0e57fd4d
0,insurance junior underwriter salary,1077962066acb3f1dd6acea875a7b5d9
0,cost of adding a bedroom and bath to a house,a5cac51826fdb59160c5df6657d00307
0,cost of elderly prisoners,ea9416d9275a55c3490803b4ef96ea57
-1,how long does it take to heal from a piercing,f8b9e1696bcc0b04b92ce57b20038687
0,cost for mastectomy,fb3d118d569d467f24df3557d8ded544
2,what does the brachialis muscle do,105db2467e04a841004c6c81f0c3fdf3
13,downtrodden meaning,771eb7073e7118715929b5eaf3d96e72
0,what does a floor tech do,01c041188ab42eca24745496794667d8
5,what family is a gong in,8b0dc176128fd1cdd72807a291c5279c
0,denture reline cost,4a0a12d9cc19b5453206bae4e05fd546
6,what is virtual net metering,78510aa5ca22c345c6a12e7d28ab3dfb
3,active tb symptoms,391cd8bf853d344eca8d60336311771f
-1,did the minnesota twins win last night,69d1370c7044a9f6f99f6b3c14139155
-1,linux how to change directory,05d12c7988d2e84f25fe05cfb87a9c21
-1,acre definition,28f8d7399f9dcce85a879efd614ad197
-1,hours for montgomery county libraries,e8aecf0205467685a56c64d0cc669699
1,what is the difference between weight & mass,ffd06f9f3d3febbc8d7eaeaad482298c
-1,what type of receptor is responsible for sense of smell,78663059b8530428f9fc709913f082ec
1,what is good eye pressure,156e263aa1b4db6c5483523775e5578c
3,what does it mean when a disease is eradicated,4ce31eaf15e3d1945fa19c93ed9158e0
0,can farmhouse sinks with laminate countertops,e595423cfb93dcf5d3e05badc1404200
-1,partial toll road meaning,a1df8d697165f67f325bfdc834affb53
-1,Which type of memory is used as the working storage area of the computer,7573ea9b41a431f610761271dbcaaef4
2,what are the structures involved in removing waste from the body,c3224255d298f2c6ede4165744400095
11,what did colin fry die of,b9b3ae55c9dc39a69d23bcdd4e1c46a1
0,how much does insurance pay for assisted living,afd73a8e682035d957e8aa8e4a18ff04
9,what kind of toxin is Cadmium,7c1679f1eb473ed4e4f72e32baadf857
-1,is there radon in ottawa,85cb8a3614f9c95ec60a71f2ab401605
0,what is centennial college known for,d6bac693829c799a4dbf32ebdf5040ac
0,interior paint cost estimator,1b14a303c747b071d2e7eecedfd6b4f0
8,laptop cpu temperature range,89e9d3f9f6da491245f6ab6003d28edf
13,definition of valid,e23f09d3348b6aa22b6aa17bb04a2b0c
13,definition of valid,e2d60cd13e2cc4a6a6f7c3e321b861b9
-1,what is a group of tuna called,9a2d667b72b62b1c08f53eaf1d5e3055
15,what is ceresin,f975970c1f84fedff863d15b948c9f72
15,what is ceresin,8219db567a44c186e1e00eb07d47839c
-1,grape variety from italy,d646a8950c6e18739b92b5cde16178a6
-1,grape variety from italy,1fd75e774dff9b8ca6e9a06bd53a20c9
-1,what is a virucidal,0ae8d274d6d37a67adb3130220a5cc49
-1,what is turquoise made of,9a71e60ba588acca5e18b4ec19877afa
9,what are radioactive elements,70ac7b26d41f5499c8e7cd441484b076
7,most common genetically modified food,ac9dd5fcee41c5afa4e4a6e1b756cca4
8,average temp in maryland in april,e9632875209940677f7bad401f50ffab
-1,how to print list of files in folder,be8204e5e4f09c1e83ccc702ae6b399b
17,what is the date of emancipation proclamation,a9614496805e9c69d85f5190c274d3d3
13,human rights definition canada,5bd6e0ccfaa2653c7840dc3354d65cca
1,how long do dic benefits last,5cad93e41fcc37e4967a7d9d257a2756
0,crane hire cost,141e4ff358277501ffd396738d9e99bf
0,can you claim solar panels on tax,af3f6924c8939db8516724f1debc1e35
7,what does mannitol do,41c2d43e1ecceaf1950d1dbbc2883d03
9,definition of polymer chemistry,bce38ccb6c24f2c87d14706f0fcfa30d
-1,where is an oberweis located,ea497d4f9a89f05f33769ca0d872948d
0,wetland scientist salary,96ac05a4abf318b3d44adb718bebdc07
3,how do you know if your shoulder is broken,a7d2fc4a758c9b58f1f00082b33166e3
-1,what is the typical distance between asteroids in the asteroid belt,e3998534d02386822db36e461f286485
0,what are the requirements for a registered dietitian,84f3cf7c90161f75ae817bfef8865a5c
5,the petrarchan sonnet is called by that name because,621e0216238d3b6d733d21174a457a6b
0,gdp per capita definition,2a0db8e06e235263fd168aa200e8406f
0,nova tuition fee,eba7afdef8b9f50e6bfee9731c351c73
3,what makes your fingers swell,d0bc5a5b41aa7363dbb84de6dcbb0b90
13,third amendment explanation for kids,cafcbbfae4ae2ed9214512669ae30aa2
-1,what is estrogen dominance,84b6b6cc98bf74cbb5ef61c5c0d0fe8f
8,temperature of boiled water,b7d05dcd95974e1491a6b71490f6a325
8,temperature of boiled water,aabeb6e8e4ebfd6774e787ae561c1beb
7,what does a gluten free diet mean,2db07175badbdfe0ad3e03f543836f95
-1,what is a tsunami? how are they produced?,73ede4f5dbc0e469d0624fb235041c4e
12,why is a mushroom called a fruiting body,c9e7aca78239838e9f1e469034a451f4
0,how much did manziel make in nfl,3fa6ab60a11993eeaa45183f9f42f3eb
-1,are guinea hens wild,11f5ea1bacfc090c2182add9e58af956
-1,what is the main spoken language in china,d2c406250ec042a44ef2f6358dbac288
18,who wrote the book who was thomas edison,1b0584a8f7f774fcabf656bf78dc088f
18,who wrote the book who was thomas edison,d4aba50d2c377ae1357cc1af71285146
-1,is birdsfoot trefoil native,f5a78e97f527d69323ed2e00c15d5dd9
-1,how far did the ottoman empire extend into europe,06a1ec58144d5cb5d67687332791a798
7,what does the pancreas do for the human body,53837b53946f5c491dc370087e81afd7
-1,is river thames a estuary,4f24bc7d18028e30c62bab3c507752b8
-1,what is briwax used for,64b0d21f8b44f8c8a308a0dbac3cb90f
0,how much does a teacher earn in duncan oklahoma,ba06c9ff5d95a63fabb570efa7895c1f
-1,rabies genus name,75fe5d85d318384b3e31a45927b57a62
18,"who, when and where did cubism begin",e721db2b469bcae22e99d10baf22d64a
-1,"who, when and where did cubism begin",9a3acde84f28056da4451ac31fedc9aa
10,which cell type is most abundant in the retina,0a2c71d2476c5b1d3993a83a5c3d2196
1,who invented the vaccine for smallpox,2c9e6f8d69392a6c000d683a6b20c9ec
0,bail bonds agent salary,528c8bf7c96b3a4e1599dea734887dff
-1,why superdelegates,b04bedcd245cfb0e5163df54b4323430
-1,how to make yogurt in the dehydrator,aa73ac91693b14df825f8bb95fb79dcb
3,what is hyperkyphosis,8111f724900740d5cf5bc1734f9b62d5
-1,how fast do mud crabs grow,118589aca8027a0913166de03deee9af
-1,name of truck carrying breakdown vehicles,27bb641ca8f8734cca6a3727280a23e6
5,name meaning for dahlia,baae6f3095a61f4131c3f119d6ece04a
10,do plant cells have centrioles,c9ad13ec8dd8b1c93f8aee61f3a3db00
10,do plant cells have centrioles,bafa74c73c1082cd29645fd54cc7e103
-1,what does I olfactory do for smell,aec4741f591c22cc8e8afa066e7dacd5
-1,who is howard carter,60060d895bf8ba9cf9011b0881f53f38
16,what does chohan,90fe8c3e3df11b44a11b3683cb5345dd
3,whooping cough bacteria name,a03e25444cb57df519d6f9f7bcddf1c7
-1,definition of phycology,29583aebbb684ad472159b0f2524a23d
2,what are the boundaries of the superficial inguinal ring,0c3c9d853875830b898865359f2a521f
-1,what is physical deconditioning,4bcd0e345b9d7949d2a1438ed5d5b618
2,which part of brain does what,44fbfce07c283f332e6039d70764516d
-1,what are dragon passes,00feb55f2f5da70201f14b602af7cca6
1,can i sue the school for not letting my daughter into prom,8968a1abaf65bd42758aa2488a8adc82
5,what does the menorah represent in judaism,76c76215f8120b9ad651de0bfb04a65a
-1,what is meant by a displacement reaction,35c7ea290303394e8af8ee9eb946a598
12,what does it mean when tree leaves curl,2df9220e182a4750f029d1d7b099b932
1,Synchrony Credit Cards List,f24db7ca7eeeb1809c1317bad2e22ce2
0,how much does uber make per ride,d17b612da014b39fde6fdc6d3e67a534
3,what is protein deficiency disease,8c6d9d597b4d9663ab009f7c1af88ce3
-1,where is wineglass bay located,38c8f148968c33847b40c408ddde5a5b
4,where is wineglass bay located,bc9ac27170b8488c54d0639e279764bd
-1,how long till eyelashes fully grow back,cd7c14e05cd3dafc0f4a9403f4896299
6,what is a holding company used for,1ac23f45eda108887a3673b5551970c2
-1,where does france get its oil,56794920bb7b709880bcd3029f48c1e5
19,how long it takes starlight to reach earth,573cc79a463b6188818c48022598694c
-1,what is biotin deficiency,1908104b1c8ce21f98a1f0e87be8b463
7,brat diet is grits good for diarrhea,4c6fc569229743ecb8a7b6e8a2f3c916
7,brat diet is grits good for diarrhea,024e597e2b16fee76b360cfff306ce2e
0,lil romeo net worth,16772e52501ca373fed1b8c428e0fdb3
-1,what is a pilot rollout,c6b32a69863c61e547d576e69900b5d9
7,good sources of monounsaturated fatty acids,a23f7309a5a90fab957e28e32746e14a
12,who is affected by salinity in the murray,caa16470cdb5a44d7a0cf82f8a7aa219
6,what is an Promotional dealer,68ddcdecf4ba21d66c3689107abbd864
6,what is an Promotional dealer,28ae6e490b83e7dd052f5539f4834254
-1,Webmd is melatonin good for insomnia,92ade2ad28b0699c8243d34a5c21c066
-1,Webmd is melatonin good for insomnia,d5bd77f5e118d5211e892c8936375393
15,what is curcuma,0573952501c923e0c5bd22fdfddfa091
0,how much cost for concrete driveway,6b4022b81782a130d7884d3d72c4aa50
7,what vitamins are good for rheumatoid arthritis,1d035e181b0c500dc0b4723098402fab
-1,what can set off an alarm system,4c34c703106b3afcea9b2ee532ca7046
5,surname ford meaning,6ae0e71914ef59b28cd6d4beb38c5f92
11,how to cook pork loin with crackling,11e57dd49e063387de990b6ba3a45ed8
13,strict liability offences definition,477c0e730b339a1c7fb264a0cae22491
-1,can meat be defrosted and refrozen,a1ab246172d03d5f869517b2dfe5910a
0,how much does a good router cost,04d189e9cd02dbd186f75fdb94f8a02c
-1,when did we go to the moon,9d390aec3d9c5bc95f7caad54240700c
-1,difference between prediabetic and diabetic,f3e28512d04655da40d91e23b90ff886
-1,what was really the goal for equal rights?,7b95801c82d40008dd5f12def43e52c8
0,average time to get a college degree in us,6772ff486c340406ba561cf9bc0209ac
-1,what is lymph,ea9f218d309c53601898ddbd61bfb5cf
3,what illnesses does novobiocin treat,43faf6cf3067f463711206301a110e28
0,how much does it cost to drive from michigan to florida,ac6b76fd79a2dc421d49dbeb990f2912
-1,what causes an erosion,970a9ec85730c5aedb902845b9eefba6
