topic,query,chunk_id
-1,what is the mean of occasional reactive lymphocytes,7c9a49df023755a34412f52ab69c49fb
16,what is macrobid for,259ce8609f6ce10f8565b0347e5af5f6
5,name that means taurus,b07d3358e84a392bd0dc89eff52fca1a
-1,other name for phenazopyridine,cf289ec8fb532137e9ea5beb5d32a0e5
17,why is dystopia important,b4e2cb0f074828c89b423e7b53857154
6,what type of bank is barclays,3f8b3c1b79b9f3ea2febf9d89a864e11
-1,what is dmadv methodology,12a4cafecc05afad3835c51f0ce24ba8
-1,what does mammal mean,597ce1ed0c2bd06b469453cf7cda3924
11,average linebacker size,8650de1a0a0feef6590dd433379b8dbd
19,how much time it takes to visit taj mahal,2431cfe1c55df9e6ee3688a2f7fc933a
0,cost to install bathroom exhaust fan,a7d8fe75a41d9cff75a47a28a2b3dec8
0,average salary of podiatrist,40355eef8a888a38144107ac2e251b14
4,where does the narwhal live,e5d04250df8476ed46c43d515c426576
0,do i need an subfloor with sheet vinyl on second floor,79fae914a80791a9af906e4821a52513
0,how much does it cost to go to harvard university,6857361ca883988889dbcc6558f97912
8,average temp san juan december,3688d0c0242ab12c898fe240c5ca772b
2,which types of freely movable joints are often found in areas of the body,5c6cc75509f00f46ecc053e05ffb5261
2,which types of freely movable joints are often found in areas of the body,a82cf27b6b109c85f181bccf40476c0d
2,which types of freely movable joints are often found in areas of the body,9ab90697ccc50f71b1a199557a9c4875
18,who and when was the lightbulb invented,b29a91bbe27fcb81b2e39035b9fdf711
-1,can i put xbox saves on my pc,8b69163d1f576cff0ff832ded694a87b
5,what bible does the catholic church use today,5305d1a8a992aab8723d33846c63d10a
-1,how long does it take to get bigger muscles,bce48319ed18e701eb54714651d18898
0,course needed to become an anesthesiologist,7029ef904e072b27cdb865aff7f21d34
1,normal blood pressure levels by age,2190df64b3fb245c3c00fc2bc116fbd3
1,normal blood pressure levels by age,9f874fd58ed6356b5358137b05908c93
4,is crete island beautiful,47e0d0438e2dd6243a14ebfaebc7678f
1,is there an age limit for learning speech,d61289d462d3425927f1c18e1eab3767
12,what is a fungi,61ccb8049de6aa2858a93854e85c36a7
12,what is a fungi,f03dd26ee7c4b13369b7c072c1723716
2,what are the main functions of circulatory system,33dc06dff987d2234231b6b765f1df7f
-1,who coined the term jazz,709c3f197f61c8139bdf4e6b9480075e
3,how many pages is each part of heart of darkness,b06572c8e69a601df7b2c0c3cbc36e00
-1,what does the pituitary gland regulate,776f77df0da8a08fdc46740310a95ea1
9,what are gummy bears made of,5498c1cc5a72a3c7a86f23287bc63b3d
-1,what are padron peppers,8df8f831b3bd4169bfc5816975089347
2,the bicuspid or mitral valve is located,24a34adb4563b45a9138fc9bd0565fc3
-1,intravenous immunoglobulin pronunciation,07402df9382b0ef839c0c0cd724508e9
8,weather in prague Czech Republic in august,77c6a7387d523f86a21fce2a735095c2
-1,discrete and continuous variable concepts,6190c3b356d21fcc491bfe820a2ca33f
-1,types of harmful greenhouse gases,08dd734f2cc8eb31628c484eb45a31b6
-1,what are genes biology,b5ce71cce0cdcd849b56aec82a82911f
-1,what is lithium aspartate,f428685ab6e8f5bf5281edd94b4a0170
17,reasons mckinley was a good president,1a353c958c5fe98a204204534bad18e9
17,reasons mckinley was a good president,ed32fb4bbb507708252a46ae0eb88727
-1,what does a moon tattoo mean,43f62489f91bf237b4f7e1ce12c9d95a
-1,what is a brewpub,b9130990d14c5d8681a1fa820ca5b70d
-1,"side effects of super colon cleanse, health plus",0b958086a2305573d9cc122036310d38
2,Neural tissue is formed by the,e3f443a7e169bdcccdc0b8323a3f01e0
10,what organelle helps with muscle contraction,c62952f70cf704cb8865d84960a082b4
0,james brown net worth when he died?,622588de8da6f6523522cd25ea6f24f7
-1,how is bauxite extracted from the earth,1004275c278f86d016b7417ff0744293
-1,how is bauxite extracted from the earth,dcd84adcc421c46b7f1248d5f5360eff
-1,what are noun phrases,0738db65001efec7cc6a454f0c1192bb
-1,what is nok culture,aa1d26ce3543b83a1acb03da3e535360
-1,what is corundum used in,2bb2d7a99107fa629439be113fa23806
-1,how many seasons of the wonder years,2e01b62712b42cf9c567e3a6ff73b38a
14,who is esteban movie,96c5e64078ed9ee7646e1f18979fa56b
-1,what constitutes implementation,8f3d83d94c1d2abac64586bf8afce5c4
0,when were water mills mostly built,361b0eba2072ad3413e8edb10c70dd34
0,what does it cost to replace a air conditioning fan motor,25c5a9014990ab05b5ddebb0c3f561fa
1,what is biological age mean,4592dda1e6d53f8efbed8572e958fcc5
4,what does the eiffel tower stand for,5f42126e948b28f4ab56be3a66d02a83
0,cost to fill in a pool,287add7c34cad23f5b84af7c7421a820
11,how long to cook chicken legs in the oven,710b0375810935b4f7f60e67cdc58a9f
-1,what is the average words per minute a person can type,29aa4939625db3ae2683ab920cb35d6d
3,does osteoporosis affect cartilage,6c1b74976ef64bb62866e69bc44e5d1a
0,how much does it cost to have a personal trainer at gold gym,f98598ec7dd8c5a36fc1272211e33cdd
0,how much does it cost to have a personal trainer at gold gym,3795217215870ec12174db4f930fe600
1,what is a normal triglyceride level,32f6d31d3b9338800fc34f99a484bd46
-1,where did the term bbq come from,e31b16cde203fbc83f1f368bb01b5f5f
-1,when was the steam engine invented by james watt,7b3d3443110394f7905bc9a4e44d0b6e
0,how much money do personal trainers make,f4471db76fba9aef78253de65243c072
-1,where did gloria vanderbilt get her fortunes,16a669b70d5de8d549b2b5a1b634a7dc
4,what does the sydney harbour bridge do,b5d56fe45c40dac8812761f0b3fbff16
-1,if you have to many roosters are they good to eat and at what age,34458477ac18fbb7c05dd2a96f80a20e
5,what does heritage language mean,690e397d84135c765b7e0092be842572
5,what does heritage language mean,a609b07b6e68a328d9ed95e9f1adc60d
-1,what are platanos fritos,b9f86fe5c98c3d7218ff63eab7bcfca2
13,synonyms for make believe,ed05699223ff0aeaabd1fcffc6c6f882
13,synonyms for make believe,f5595c12c1ab9257d138336420a5a840
5,origin of name vera,aec322afd85e60467136b4efcf1114b1
11,at what temperature and how long do you bake chicken for oven fried chicken,3b2c9af9b72783facfcfa7f855a6d323
3,how do you get rid of a crick in your neck,9c1ae43b15152c0d7fb1a7dc53cff2b5
0,average price per vm per month,5134496699ff2e544af6fb3decc88cf1
4,where are the maldives on a map,7b28bd4be6b1eb1b5f77f176e6772e7d
14,housos vs authority cast,c1014bc57cea3de23fc5369746af0276
-1,what is the closest airport to berkeley ca,6d21810c1aa58555daf493d4d147adcf
4,which type of tides have the largest range,da2ba685d9d4afa687369f779d4f5d46
-1,what kind of skin does amphibians have,cf421756878044cdfd3160f5639b3aa4
-1,what does tributaries,dc2d751d5d76c0b72ad854700033d556
16,what is bord na mona,98dc5758e098f60927b55981004a3e5f
-1,does of counsel mean you are not an employee or partner,e33ba2a0b3150285a7cda5a79203f5f5
0,average cost of new freight tractor,9b9588e5f9c402e6e787c7a968ce0998
6,what is a mobile broadband device,45c8792de615f3df8f6979dde314e446
0,how much for a solicitor to do probate,e684a32fec9dab78fa80e6c6903c8cd6
8,how much alkaline is in nestle water,6a7669bcd03f60a73b5d98ef1751c02c
15,what is a telecine,da5170d5b49d13b618e0ebace87292d8
-1,what is steve irwin known for,4b403b3b350c2af025ae2c92ade7d28e
12,explain what is meant by plant like protists with an example,c4baa123fd5b3c1bef4c355ae06c949a
0,what is prime rate mean,5abfdc1923f06bbb48c2920274d04f29
-1,what is a counseling psychologist,1cc05bba2c1d0327e29978d681fe62ea
5,jessalyn name meaning,0fb587ebaabe4961f6da48be6d1c0f41
0,average salary for assistant company secretary,3c4d5187c91365c68890c531a54b4c69
-1,what is the dominance hierarchy for bottlenose dolphins,c6ccfd261563c83a650d037ed18cc037
12,how is Kanchenjunga formed,be13e7e2642fb047c130f9931e9f3ce2
-1,What became known as the containment policy was written by,35a6ccd69588cd72fadab9e530a50da7
0,average cost per acre to grow corn,f6d777e7334725a782dcb351c6b114f0
17,describe two enumerated powers of the president that influence domestic policy,28b5b722bbeb39771879ed1f9da7275d
0,how must does autism cost,0afb66ac4242fa3b6452d6310f18c3af
1,what is a excellent credit score,8cdd148c7bcd3a5954acaa585c87ba8f
1,what is a excellent credit score,ed3edf6af7ca0b2290263239e7cf697a
0,cost of driveway cleaning,2bc500ff1a6ff7fc02c37f4b25e58f9b
0,what education does a landscape architect need,7e59383db5fc30b055e10d5bcf832baa
-1,What is the average life expectancy of a refrigerator?,154954e47433f88ef8a3177d59317c57
-1,how long is a volleyball game,2e20be0dd783ba8d8b1eed58b80ac5a9
-1,how long is a volleyball game,5081a5ff3ded32c228c3f57d83804d55
1,how many weeks pregnant will i be,fab2262b0efbaf2a9672903822d617b1
4,which is the biggest ocean in the world,c74ef49499533487cec2fdb9bd0826dc
1,what does gpa scale mean,a0e51e01b0f9eaeede34a01c1a57a3dd
4,where is hatfield,332e80f9765f57ce5d43a762e9e4da62
8,air temperature out of a data center,0df4d7005e67cf3f2fbce4d5d72ed911
-1,what is in heineken,00d3c2f8b8088e09f435b2ea5f115f3e
3,how did you know you have tapeworm,dc81bb1f1da2dc4e1d18757ed48bda42
0,are investment fees for roth ira deductible,bf802507b68a65ea69b4c44511cfc6f6
7,foods bad for underactive thyroid,1bf8516ed3b7c7885d7f983e227d4fa9
6,is it safe to reset smartphone,5809302c6da4b5cbb8eabbd9b2243eb7
-1,is vestigial wings dominant or recessive,6c59619a9c1bb914a321002622c968bc
-1,who coined the term teenager,fdb578242f895a03486b2291cd589f5c
7,what should you eat if you get calcium oxalate stones,f8b8d8db53b8c50579d4fb37670b5e20
2,what are the lobes of the lungs,0c4ae71fc6468ca11a0b444164d890b3
13,what is violent crime definition,f0faf42b718bb499a7b1191daaa893eb
-1,how many spoons of sugar in tonic water,56d9fb95e0b0ab1b7c486c49375f97fb
7,what are the benefits of cactus plant,d4b94320dca8e6ec99a5833b1c6645f3
-1,what does DECO mean,b2795c8295e65b5902ff9a8bb0d51ccc
-1,what are crosswalk lines,cc2837a133296afe551e0a637830195e
-1,what is speech therapy,b457bb8cd8ebe78abb2abfffd4d56edf
11,how long to cook cut up potatoes in the oven,a2fa9849cf9c5ccf250a4a170679807d
5,meaning of the name shephatiah,e21aad13dda84df6661f48f87ef58b78
1,how long do kittens nurse,e51ffc5748fa2c38ded2938558686974
1,how long do kittens nurse,d7279511d31a2fe0b0c1269fb7a89ede
6,how to switch on zune player,3c44bc45a89207dcf55f353a4e87679b
6,what is the role of business manager in investment banks,01458b18b27239ef432459c7049b7491
1,ways to tell parents you're pregnant,f11a016da611ad8c5611be6f6ee7d951
-1,best over the counter medication for cold and inflammation,e334972693d006538ad485a01d779a16
0,cost of a do it yourself divorce,3901b8b1fb8aa049e4bbedef3e373772
-1,how do humans affect rabbits,50d4bb5344ef71252b7b82877441187a
-1,shorten links for twitter,7e8cb324df9a1e20513d11c8e79c9ead
-1,what is a zebra mussel,0784ad0e3e937c11a866d837d790ec91
-1,what is a zebra mussel,b10a46c5659219d905e308085a0a0abd
0,how to build gravel pad under concrete,1612a49aba26114233c9c6a55fca9eab
-1,how much protein should you eat per day,ea5f5d8ca3f2ebb6aecf53718554995e
1,when should hcg blood test be done,e9df44f37571e3d5ef7edbf18606c925
1,what amps should a well charged battery read,e6ade3bcce3cba3ec581d2bf7f733210
-1,how was the alamo gulf coast railroad started,f6b4d79552b8e6c8324b2c225e873964
0,which brothers is richest from jonas brothers,b111c489235a7d2be13b52a4193ca7ea
6,what is computer VMWare,76363d7efaeab1015ee138b2e7aadede
8,savanna average temperature,49da01371b942dbf23984b107f70cd67
3,what are the most common infectious diseases by tapeworms,b249c16897645dec5c2a915f1eaa3506
-1,what focuses on the development of psychological tests,191be25d8a84f9344d7d809d893cfc7a
0,cost to wire house,d8976e440c26083f76c8bb7137f18059
-1,what is the role of carbon dioxide in the krebs cycle,c3a0d56c4abef4931bec5d4452480b94
-1,what is enfj personality,1e86270ce7fd4d5574ffdbe3ec160016
8,what room temperature for newborn,9168d635b5c76611ef1f8f4a2d01b263
11,how long can you marinate a whole chicken for in the fridge,341d0ffe0ee8d9fa9774b3e3bd9e49b7
-1,what is ginger tea,10077ba95a09139e9f679e1c32d1a55b
3,what can cause hiccups daily,57b7e187267e852993871ee2c3bae6ff
-1,what is a learning log,22b862c5222284593e4e521441cc76f7
8,correct temperature for chest freezer,df72431b76ab30057edef83b62af086a
-1,what does a chiminea burn,367cb186e6aa18babe725077c00cad73
9,tiger eye stone definition,25fcea9c35e0ade5b8f6087b3cf67860
18,who wrote the song cinnamon,cd81f1ccfd1c395cf575b12df1a2c608
11,average size of oven range,4cbf6e42352a039151e1e0055ab6ee52
11,average size of oven range,414a82b5aff06fd77e690d5b85f63542
0,is ira contribution limit is for both traditional and roth ira,9f545ddb3b0691525f8b46654ab71842
-1,what are antibodies and why are they good,a24eed7a70de2035b019ae514de5f36b
-1,is polaris orp company located,b3cdad3ffcdd1ef62e0807b5b03ce8de
17,why was the emancipation proclamation important,337da7ec78ce7cc0cfc4e2dc355ad155
17,why was the emancipation proclamation important,9b6b5535f2bc0d6d1984ac065d017bcd
10,what is centricity software,5407cf6e1db25f444f20f5db7350def0
0,average technical recruiter salary,44f9dec5f5d7639cd92b49d30afd9391
4,what is the island called near australia,f9908f3a7e23477dcf3f9b5c672e4ff8
-1,what is your personal context,368e44e346f2e195dca09d0813227eed
4,how tall do sativa plants grow,dc2e645a8d2597ef6bfb5fe76797d8dc
4,how tall do sativa plants grow,f6a2eac63486133285a2a3b7aaa0bd68
8,what should your body temperature be,322c3cd944946fee3e60850d247cdff0
8,what should your body temperature be,131680bdfe99b5bb27ee3d83c4e5109e
6,what is a company's remote environment example,e98207ea58d543b443a10ace9ca18158
-1,what is an sma,5997b385cece65ef3596c6dc651b6065
0,average texas ag teacher salary,05bf09063bba7762f2ce4192ddc589ea
2,what does the lungs do,055eca2daef86d0fb96956f4419b7f6d
2,what does the lungs do,3b8bfd8f67d24f3ad57baa854e7e6f5a
-1,what is pandan cake,6cf955c3c6db204ad270e66e104e259a
-1,functional dependency means,582a29de3cf1a4fe4bb86d995cb33e5a
1,pruning pine trees best time,b3b32b1621cef815ccb5c0213a256a0b
4,how far is seaworld from legoland,4096337f5c41f8cfc838ad87745af567
1,what age is someone exempt from measles,5b8ea7864ec6fb2cc34ab238192e4695
9,is an igneous rock a compound element or mixture,8b19caab94b48dba495a66e63b212762
6,what does i o device error means,b64b8822dbda18246771c18075beac64
4,where do kangaroos live,9cfc131b5d9180452462747c27dedec0
-1,how did the end of the treaty of versailles affect germany,3b1819f29693b4e6fd0be658dbc4adc7
-1,how did the end of the treaty of versailles affect germany,9549863580f638115c5fded1f1dbf9a0
-1,what is a lightning rod,fe5e8f6d2eb1ee77b4c5e7363bac7e60
-1,how many grams of sugar should you have a day,60b1a5931148350a54450d7c32ecb752
16,what is methenamine,755570fa448a35e7b3cb32086f407575
19,shelf life for ground beef,af6ec25156e6c10347e1726c5fa16fc7
-1,according to stalin what effect did disobeying the pact have on germany,27b1ccd661b5db9eb5ae2248fbc4c54f
1,how old does a child have to be to sit in the front seat in nc,63212d49168cddbdaa70cd3adc1c915a
-1,when was carrie underwood born,8a53d046e5cb15245e8ae7bc3c1cc20e
6,what is renewable energy engineering,3d82acdb5afd850aa4954d6ef1c27a94
0,what does a associate degree do for you,9a1f2437e159892475387eaa1978f42f
0,how much does a therapist make in canada,6b3a5956b8808538136321bbfe5c941c
14,blood disorder thalassemia minor,1f699f7875996e582b7dec39eb6e3430
6,procurement process definition,76979eadffd29b36bd35d515e432d510
-1,what does sintered mean,35511f8f3b17b69777ce55658a85b717
-1,what does petrified mean,c33d4c62bce34d977286aba5d30c83bb
14,who does martin truex drive for now,cee748e40cb43a7c44a525541486c956
0,military family life consultant salary,58ba4810a7c8dbd24b2181b77fc05314
-1,what is salga,b689a05c2e40e19256b7c2ca4d758cfd
-1,what does SOI stand for,7a90462e7061e7298a82dc3b67c6fc96
6,what is commercial awareness,c0eeb3fb091806588b7375ba2a15d191
6,what is commercial awareness,3b085793be027e3e0b8d72740a51a08f
-1,explain what is meant by gene mutation and predict in general terms their effects on gene expression,cdb0e778663dbc69240a4053fbafbeaa
4,is shetland filmed in shetland islands,4544d283178b654d625cae4a412710b6
0,average cost of an oil change,108b4e0d5e175100456da9f88e402524
2,what are the major neurotransmitter pathways affected by alcohol,6502b6343fe3e1b139a9b5ddbadee790
2,what are the major neurotransmitter pathways affected by alcohol,d07ca37e104b13866991f34f6fa2591f
19,how long does it take your body to go into ketosis,07cdd292de72b4e066d838c78ea4ca3a
0,how to calculate fair value of stock price,f008415687349b641462de5999df8473
19,what is the average life expectancy of a refrigerator,e59b6048c26c005c027dc6503b01b003
0,average price for pella windows,b29c2b74ff0d601e7a963a8e823c97f5
0,how to pay hourly employees a salary,8eb4fed2f6e649774cbbb361241b8ca0
0,how to pay hourly employees a salary,c3faa688b2706a87a13fdfbdcf69b06f
9,what is elemental carbon,8bf6ae7059e8f4a9887ca447030b9703
-1,can you eat a rabbit with myxomatosis,372702693b828eecd4a96d177e79a9ac
1,mcdonalds age requirement,5e04fc267354909d77bda77f2fdef9d6
0,how much water needed for cooking and washing,3ce4a01a1f7096209fb46454925941a6
0,cost to replace water pump in car,805c5ab396fb2b0a5c9cfecbe2f7a115
-1,dog cooling pad what is it,7de6d22554231eca8938bbfaa0fc8c04
-1,what should i do if injured in a car accident,4c439b44c49ef347679a746213b92353
-1,are muscovy ducks invasive,b7c6c007f6e4f7551a39c5e1d76533a6
0,how much does it cost to get into the university of texas at austin,a0394784e55adcbdc2399a6ceb6bdca7
1,how long before amoxicillin starts working,899c7f28f6c0280b1f384c5ab1aa75c3
19,long term damage from oil spills,f9aa7122f2c4c2a8ffcc4728756ec5d4
-1,how long does it take for surgery cuts to heal,a2e1b7921188346d4e19ee61a2aca2ab
3,after you run why does your side hurt,988f927ebab57c33b725307966994747
0,what does an average dog watch system cost,8aee634e9078caba122e25dbe43ce308
1,how old is rydel lynch,4f3c35ac1c40eab43bc694fd79e5d254
10,what is a ribosomal subunit,bf12bbec6162ce17118c548536f2f5ab
7,common food allergies,63c697f69fa98ca9906c66e1cf0906a6
-1,what is threading,83773eea5b041a8da1533df0ac504174
0,is cancellation of debt taxable in north carolina,42cf06c118d051ff9aca2044c5f3169a
-1,Subsurface soil that remains permanently frozen is called,cfbc423fb73ed8c8d2b97ac0bb128431
17,what type of democracy does the government of the united states have,442cb32844bf381defb519d4500688af
-1,are oranges a good source of potassium,02823b2e29f5b77aa32b0332c31986b2
3,what causes pain in muscles behind the knee,ee84b320d0117739e6fb483ee6252041
3,what causes pain in muscles behind the knee,eef688ccd6cb32b5a8151baf0923f83b
0,accountant approximate cost,9ae07c0fb82d4601599663f90c099c39
-1,how do we encourage public transport,6daae203920a062e18a823d5478161a4
-1,how do we encourage public transport,105d77485f2d72726983d95ee9d5b019
8,what is thermohaline circulation,83f2bba35ab010136afdb1237d4d2a15
10,cell equator definition,840f99324126cb0434fbab870d9bd086
-1,what Bacteria is in butter,671ad1e284d6220543fcb6cc907091de
-1,how prevalent is adrenoleukodystrophy,84844070dc4f4c37132120cf7bb02e7e
1,alt levels normal range,9ff554b8fcc28673fdb34beb0fede43c
-1,what is Pulse oximetry used for,5276d10d935a36d2decc28798f6875d6
0,how much does onecnc cost,a4d46a2adcdabbc324e68de3bc1522cd
-1,where was amy winehouse born,a2d546d41fbfe54b15066a523623f04d
8,what is the average ocean temperature,8b4b5ff1087a2af9482225f74a422d2b
18,when was gasoline first used,7769efcbd35b2c82015f604c063cb106
6,what is msg in chips,3ed6c27f6e8846961b2ebc5edb788b42
-1,define jargon in literature,ae79a7e3c96685cedda75c92ce64cb5e
-1,do regular carp jump out of the water,446ea34b49a69583ccf04209e3567084
7,food that contain fiber,fce9c180fff9acdce59478b1b07dc3c7
7,what foods are a good source of collagen,6a88f03a1a58ae85e3f3031c5f06b194
-1,how does videolicious work,7f62f28a5f38aefa9b33f4ac56aa9a7f
-1,define genetically modified,ec4cd0f6fb5eeeb864211b706cb44888
15,what does cinque terre mean,5d9d43b87c68704ab8c8ca3fdfe777b0
-1,who coined the term democratic socialist,f2ead0876439cdb82c6be6c1209dfb00
-1,what is recorded post,f3fd53e5a4c26afeb154194b81773308
3,what kind of pain does arthritis cause,6f5a7b60bc26cf16590efd900746fc5f
7,what foods have fructose,749ab1120c88c497b23edcd3fa58afa5
2,drinking alcohol with mono,524ff68de57f4cc386d1604cdb506d5a
0,average home lifts prices,72a19034b63dcdc9a638f6094d3ee45c
-1,what does kahana mean in hawaiian,0e3a087d0e84c583ae2b4016bf3c8b13
6,procurement marketing definition,c7f3e21f4a9f54152eb1b019659d2b5c
-1,do clownfish come in different colors,e151d3f4c85feacddea10cbc8763d37e
-1,coarctation definition,a1ee3dbaceee0bd1e5e3c8585ce61102
-1,What is potassium and what does it do,110589d9eca98884615b1005518389ac
-1,of what does the alimentary canal of nematodes consists,4239d683d76a8e1d415342f71d206d68
-1,dealing with ants in the garden,ab3e26acabecdcc683eefe7157fe5bab
-1,what is heterotopia,f5e1fb5cec1fe9108f9b11870d41bf17
3,what is dengue fever,0da93ba8f127195194e5a0c62860b9fb
-1,what is kashk,ec180fcabe00c69f526721c5668be19a
-1,what is kashk,d099b8184181926e03e815a4dc31a410
4,where is Traralgon on the australian map,98b373a5e678bbb44a0c6ff4c4c72e1d
-1,meaning of criticise,c71d030d37613921664a1ef5621bd34e
-1,what is a glove maker called,7fb596f352c5afe8308df7ce2dc1a277
17,why did the slaves revolt in benito cereno,c3eab619948ec48c46e64ef4b90710b5
5,origin of name lettice,cde11a2aa5d4ca6fc45484d26d8b65c1
-1,how long does it take to hatch a mallard duck egg,fe4b3bc2c59fc0be6e136b75e04043ef
10,what are the cells surrounding the egg,f49649829b1c3a4553059af6b2a66e19
12,what is a seaweeds habitat,1a5baad993a98aac8b4f8eb10656cedb
15,what does prtsc mean,d60bf1dda919509f9bcc68ce07977b44
11,how long to cook halibut in the oven,025a0e35b9cdd1290b38bdffa9793558
11,how long to cook halibut in the oven,86d98cb559bf39c9dab4d37b60d0c32a
3,what is a hill-sachs lesion,3e97d43cb2158ef4dfcb0f8f0f903e93
-1,is caiman alligator,ff1ed6047ff28d262d29d0c721245779
0,what does annual deductible mean for pet insurance,2925bfe029950433cc14a00f20272979
-1,what kind of organisms does tetracycline treat,5fe79732e84da947dfbde8ad18ffea92
-1,what is air conditioning,9515acb44660a35a4dd8a9ed3f5e3ebf
0,can i deduct hoa fees for my rental property,a740e2ac910488f4e65940c1ad8e7336
7,is licorice fattening,540d3976d4a5e3718974c3a7e528775c
-1,The term mimesis means,1f21b73d084a225d8bac42ed71cbaad2
-1,The term mimesis means,9051d3b18b0a5dc0ed38e1fda7b4d0ee
0,how much is one carat raNDS,e5b6dd7936789511c42407f6c9bb5ea3
0,how much does a software engineer make,47bb650164cf71b30e000f5e24728657
1,when can you no longer claim a child on taxes,48185bc24024818971a01c9eeedf869c
15,what is sutent,cfd1a05363b53e0491af18bb9491757d
-1,where is the common bile duct located,be779c3f304098eea6d1f3d25d09408d
1,how long do medical collections stay on credit report,78eda443b13d6b435f6381970ecc36ab
9,difference between rocks and minerals,3c3d8ad8848f4d1385eb4931dd549261
0,salary of an orthodontist,1bcbe23c3c9f59ac8f7908b0c55d628e
0,army who is susie,5efa3a2195eb89719092e7f046801259
0,army who is susie,0772fbc7d4a82230d600669d8803f2d5
0,army who is susie,a9cbcd2459047914e290eeab61230560
4,where do hyenas live,009d480647f0d733637e2b206506c5ad
0,average locational marginal price for energy pjm,dbc3cb2a7ed331d7945589bbae8e64d9
6,what does modem stand for,2f1d706ab377aa84d438b1d87f5956ec
-1,what is digit span in psychology,0902144ff3f8cf769385e5c327010bbe
-1,sphygmomanometer definition and function,a3b581373267b3352564fe655ed77ef1
8,temperature of cooked beef tenderloin,b1e902f6ab6325c49438358392f3b094
14,what is the meaning of hemithorax,f524320040d53e15d12dff087ff8dd0f
0,average relocation costs,2121fcf44682e47e3bd8869097c5cd63
-1,what is currency in switzerland called,910fa00efe6fbe9266452138adfb6ae7
5,what does the word cava means,16eb934c2478a08c49261b95f696e9c4
2,what are autonomic neurons,11cb859c1ac28774b952142d243dbf9d
-1,how to get rid of larder beetles in house,9191d23d690d0f58276904848439bb29
3,what does squamous metaplasia mean,330c9187260f26d2bfa2b29ebcdf6001
-1,what is founder shares,81a8609f9d037297725e10f27eeb70ca
-1,how long do you get when you rent a movie on itunes,fe87fd86957f4753f4aa5ed590a14c16
0,typical price for siamese cats,824d234bbafedb925d26683461ebb7bd
-1,what is myelosuppression,0d1c36a1d8d99d0e61238dfcadef7388
-1,what gases are considered greenhouse gases,b88cda6a4689d9f30c57cb0a92d7771d
0,psa grading cost,200713f58e49f8488ad756df1c3fcac6
-1,when did the vietnam war agreement happen,e7c7fc514a9746c0e1bb3a1e37aca9b7
9,different types of precious stones,7e069972b1a764c88e7b8d20840cba41
11,how long does it take to cook a pork loin,14452c215905c0a7a92fcb382d1d6996
4,region that includes the island of trinidad,4a52ce9f4a09d2220c001d3f36c181d8
-1,parsimony definition evolutionary psychology,da7630c66278a7ffa94689068b8a8be5
2,what is the Frontal Striatal system,57bdf5ae21c50fcb27c1757d941eaab2
-1,how much vitamin c for kids,52d5a5e816b5e964567274232f9f23e4
1,what age puppy leave mother,7bf66a7c2e7d5767f70c7c2e05fdf955
